,Score,Summary,Text
232,5,"I love these, price aside","I got these as gifts and absolutely love them. Yes, you can use ice cube trays to freeze baby food & other things but these are so much more convenient for me since they're = a jar of baby food, plus the reason I really love them is that I have continued to use them all the time after we were done with purees. I have 19 month old twins & made all their purees & continue to make a lot of their food and freeze things ahead for easy defrost & prep at the end of my work day when we get home & they're starving.  I'm not sure why another person was trying to scoop the portions out with a spoon (?) but all you have to do is run hot water over the back side for about 30 sec and everything pops out no problem. I have the same issue w/ ice cube trays so I don't really understand the issue others have reported.<br />So, in addition to purees, I have frozen things like the following in these to = 1/2 or full portion sizes for my kids (depending on how old they were, obviously I need to defrost more of them as they get older): risottos, ground beef/turkey, small meatballs & sauce, mac & cheese, small portions of elbow macaroni (when they were younger & couldn't eat as much), and anything else really that can be smooshed into the container. These are things that would not work in an ice cube tray & freezing in a million containers or one big one is not practical, at least for me.<br /><br />It's too bad they're not a little more affordable but I do think they're great."
233,5,Excellent Product,"Excellent product and fast shipping. This is the best tasting tuna on the market today. After eating this, I don't know how anyone could eat the ""packed in water"" canned tuna generally available on the market today."
234,5,Healthy choice,"This is a great tasting, good for you, snack that you can take with you anywhere."
235,5,My dogs loved these treats!,"I highly recommend these dog treats!! Both of my dogs loved these treats.  They would do just about anything to have these treats.  They really do not smell good to me, but luckly I don't have to eat them!<a href=""http://www.amazon.com/gp/product/B000H0ZJHW"">Zuke's Chicken-Flavored Mini Naturals Dog Treats, 16 Ounces</a>"
236,5,Addictive,"My toddler loves these and she has since she first tried them. She would eat an entire can in one sitting if I would let her. They are also great for teething, which is not something I anticipated. They are not the healthiest snack out there but they work great at pacifying an angry toddler stuck in her car seat."
237,5,Ginger Heaven,"WOW!!!  I've had crystallized ginger before, but I have never had anything this wonderful!!  It is so fresh and tender, it is almost juicy...INCREDIBLE.  I've shared it with some friends who also LOVE IT!!  By the way...I've always been happy with ANY product that I have purchased on AMAZON!  THANKS!!!!!"
238,5,High Quality Food,My two cats love this food!  I normally buy the chicken and the beef/chicken formulas and have been using it ~ 2 yrs now.  High quality ingredients with no corn or preservatives are a priority for me since my cats previously had issues with allergies and dander.  My cats no longer have dry skin and now only have some seasonal allergies instead of year round problems.<br /><br />The negative is that Wellness food is expensive.  I'm always on the lookout for coupons and I buy larger quantities in wet and dry food to save.  I only give my cats wet food once a day and use a feeder with a timer to ration out dry food for the rest of the day.
239,5,Chocolate,Excellent.  It arrived on time.  I bought several boxes and gave some away as gifts.  Everyone enjoyed them without any complaints.  It is a lot easier to buy this way instead of trying to bring them back from Hawaii.
240,5,What I eat for breakfast everyday,I have a gluten intolerance and regular oats give me terrible heartburn and indigestion. The gluten free oats do not. They taste great and I eat them every morning. Best to buy 2 cases to avoid shipping costs.
241,5,Ellas,My baby loves this product. I even tried it and it was very yummy. I cant wait to get more for him.
242,5,Canidae Dry Dog Food,"This is a great product. It is very healthy for all of our dogs, and it is the first food that they all love to eat. It helped my older dog lose weight and my 10 year old lab gain the weight he needed to be healthy."
243,5,The best beans you'll ever have in under 10 minutes,These beans are AWESOME!!!!<br />If you can boil water you can have beans that are better than almost any Mexican restaurant and that are actually healthy for you. My 6 yr. old and 18 month old can eat a whole bag themselves with a couple of tortillas.
244,5,Momo approved!,"I don't own a dog, but I do have friends who do. They own a small, fluffy white dog of a nonspecific variety named Momo. He was a stray, so they don't know how old he is, but he's clearly getting up there in years. I know they want to take good car of him, so when the chance came up to snag them a quality dog food, I did so. They fed him some of the food the other day.<br /><br />According to my friends, Momo initially turned up his nose at the food, and walked away. About twenty minutes later, he came back and started chowing down. He ate, according to them, far more than he usually does. They also commented that they personally liked the fact that it ""looked like"" real food.<br /><br />So there you go. Momo the dog likes the food, and his owners are pleased by it, too."
245,5,Loved these Tartlets,What a nice alternative to an apple pie. Love the fact there was no slicing and dicing. Easy to prepare. I also loved the fact that you can make them fresh whenever needed.
246,5,Oh man!  Good stuff!,I developed my packaged unsweetened green tea habit while on vacation in Maui.  I'd pound down one in the morning and would just feel great.  Jumped on this pack the second I saw it on sale.  The bottle and cap are of high quality.
247,5,Great Nuts!,This was shipped quickly from the vendor and these pistachios are delicious.  Fresh and no salt - just like I like nuts.
248,5,Delicious alternative tea,"Runa is a brand new tea that I drink everyday. I love the balanced, energizing feel I get from it. Apparently guayusa has been drunk for thousands of years in the rain forests of Ecuador and is now making its way to market in the US for the first time. Runa also seems to have a great back story of environmental conservation and social empowerment of indigenous groups. In fact I just heard a story covered on NPR's Marketplace about the partnership between Runa, the socialist Ecuadorian government and the farmers.<br /><br />The Amazon Spice has a nice cinnamon undertone with high notes from the lemongrass, the Ginger Citrus is also really good and slightly spicier from the ginger with clean citrus zest flavor, the traditional is good to see what guayusa by itself tastes like- smooth and naturally, subtly sweet with no tannin. I've never had the spearmint but I bet its good for people who like mint tea."
249,5,Perfect food for my spoiled pets,"I started looking into pet foods when I read about people having pets with crystals blocking their urine. Although I'm far from an expert, I started reading that people believed the crystals were formed based on what their pets were eating. This sent me on a search for a different type of pet food, one that was natural and not full of fillers that my cats don't need. Although this brand seems expensive, it lasts just as long as the cheap brands because it's full of protein and my cats eat way less. So, in the long run, my cats are eating food that is much better for them and it costs about the same as running through cheaper brands. My cats love the taste of this, too."
